date,Year,Month,Cases,IC,ID,ratio,country,Hemisphere,model,facet
2019/7/1,2019,7,-0.471175505,20,13,25,Bolivia,S,obs,S_obs
2019/8/1,2019,8,-0.498268513,20,13,25,Bolivia,S,obs,S_obs
2019/9/1,2019,9,-0.495312912,20,13,25,Bolivia,S,obs,S_obs
2019/10/1,2019,10,-0.208619629,20,13,25,Bolivia,S,obs,S_obs
2019/11/1,2019,11,-0.058869186,20,13,25,Bolivia,S,obs,S_obs
2019/12/1,2019,12,0.72239464,20,13,25,Bolivia,S,obs,S_obs
2014/2/1,2014,2,-0.329019794,38,23,2,Brazil,S,obs,S_obs
2014/3/1,2014,3,-0.044431104,38,23,2,Brazil,S,obs,S_obs
2014/4/1,2014,4,0.459378074,38,23,2,Brazil,S,obs,S_obs
2014/5/1,2014,5,0.182435958,38,23,2,Brazil,S,obs,S_obs
2014/6/1,2014,6,-0.363177163,38,23,2,Brazil,S,obs,S_obs
2014/7/1,2014,7,-0.53631803,38,23,2,Brazil,S,obs,S_obs
2014/8/1,2014,8,-0.601550117,38,23,2,Brazil,S,obs,S_obs
2014/9/1,2014,9,-0.566031578,38,23,2,Brazil,S,obs,S_obs
2014/10/1,2014,10,-0.546414712,38,23,2,Brazil,S,obs,S_obs
2014/11/1,2014,11,-0.542395256,38,23,2,Brazil,S,obs,S_obs
2014/12/1,2014,12,-0.63695656,38,23,2,Brazil,S,obs,S_obs
2015/1/1,2015,1,0.207705685,38,23,2,Brazil,S,obs,S_obs
2015/2/1,2015,2,1.047171462,38,23,2,Brazil,S,obs,S_obs
2015/3/1,2015,3,2.570369115,38,23,2,Brazil,S,obs,S_obs
2015/4/1,2015,4,2.417317521,38,23,2,Brazil,S,obs,S_obs
2015/5/1,2015,5,0.987856463,38,23,2,Brazil,S,obs,S_obs
2015/6/1,2015,6,-0.087788382,38,23,2,Brazil,S,obs,S_obs
2015/7/1,2015,7,-0.426663749,38,23,2,Brazil,S,obs,S_obs
2015/8/1,2015,8,-0.524852172,38,23,2,Brazil,S,obs,S_obs
2015/9/1,2015,9,-0.537855352,38,23,2,Brazil,S,obs,S_obs
2015/10/1,2015,10,-0.479076814,38,23,2,Brazil,S,obs,S_obs
2015/11/1,2015,11,-0.250784527,38,23,2,Brazil,S,obs,S_obs
2015/12/1,2015,12,-0.416390916,38,23,2,Brazil,S,obs,S_obs
2016/1/1,2016,1,1.062856949,38,23,2,Brazil,S,obs,S_obs
2016/2/1,2016,2,2.395851064,38,23,2,Brazil,S,obs,S_obs
2016/3/1,2016,3,2.428230904,38,23,2,Brazil,S,obs,S_obs
2016/4/1,2016,4,1.478158027,38,23,2,Brazil,S,obs,S_obs
2016/5/1,2016,5,0.096193807,38,23,2,Brazil,S,obs,S_obs
2016/6/1,2016,6,-0.460949228,38,23,2,Brazil,S,obs,S_obs
2016/7/1,2016,7,-0.593583267,38,23,2,Brazil,S,obs,S_obs
2016/8/1,2016,8,-0.637132711,38,23,2,Brazil,S,obs,S_obs
2016/9/1,2016,9,-0.653939162,38,23,2,Brazil,S,obs,S_obs
2016/10/1,2016,10,-0.633041194,38,23,2,Brazil,S,obs,S_obs
2016/11/1,2016,11,-0.704782877,38,23,2,Brazil,S,obs,S_obs
2016/12/1,2016,12,-0.459748195,38,23,2,Brazil,S,obs,S_obs
2017/1/1,2017,1,-0.525244509,38,23,2,Brazil,S,obs,S_obs
2017/2/1,2017,2,-0.482631871,38,23,2,Brazil,S,obs,S_obs
2017/3/1,2017,3,-0.419978001,38,23,2,Brazil,S,obs,S_obs
2017/4/1,2017,4,-0.39654185,38,23,2,Brazil,S,obs,S_obs
2017/5/1,2017,5,-0.439803046,38,23,2,Brazil,S,obs,S_obs
2017/6/1,2017,6,-0.542363228,38,23,2,Brazil,S,obs,S_obs
2017/7/1,2017,7,-0.623080629,38,23,2,Brazil,S,obs,S_obs
2017/8/1,2017,8,-0.65425143,38,23,2,Brazil,S,obs,S_obs
2017/9/1,2017,9,-0.666245743,38,23,2,Brazil,S,obs,S_obs
2017/10/1,2017,10,-0.657390129,38,23,2,Brazil,S,obs,S_obs
2017/11/1,2017,11,-0.645275713,38,23,2,Brazil,S,obs,S_obs
2017/12/1,2017,12,-0.618076327,38,23,2,Brazil,S,obs,S_obs
2018/1/1,2018,1,-0.538039511,38,23,2,Brazil,S,obs,S_obs
2018/2/1,2018,2,-0.566159688,38,23,2,Brazil,S,obs,S_obs
2018/3/1,2018,3,-0.477235231,38,23,2,Brazil,S,obs,S_obs
2018/4/1,2018,4,-0.425182476,38,23,2,Brazil,S,obs,S_obs
2018/5/1,2018,5,-0.40964912,38,23,2,Brazil,S,obs,S_obs
2018/6/1,2018,6,-0.548944887,38,23,2,Brazil,S,obs,S_obs
2018/7/1,2018,7,-0.580924383,38,23,2,Brazil,S,obs,S_obs
2018/8/1,2018,8,-0.65068036,38,23,2,Brazil,S,obs,S_obs
2018/9/1,2018,9,-0.655140194,38,23,2,Brazil,S,obs,S_obs
2018/10/1,2018,10,-0.603287611,38,23,2,Brazil,S,obs,S_obs
2018/11/1,2018,11,-0.578658435,38,23,2,Brazil,S,obs,S_obs
2018/12/1,2018,12,-0.488212669,38,23,2,Brazil,S,obs,S_obs
2019/1/1,2019,1,0.174933507,38,23,2,Brazil,S,obs,S_obs
2019/2/1,2019,2,0.920078187,38,23,2,Brazil,S,obs,S_obs
2019/3/1,2019,3,1.963407246,38,23,2,Brazil,S,obs,S_obs
2019/4/1,2019,4,2.662344196,38,23,2,Brazil,S,obs,S_obs
2019/5/1,2019,5,3.637854945,38,23,2,Brazil,S,obs,S_obs
2019/6/1,2019,6,1.119401566,38,23,2,Brazil,S,obs,S_obs
2019/7/1,2019,7,0.021537617,38,23,2,Brazil,S,obs,S_obs
2019/8/1,2019,8,-0.29698425,38,23,2,Brazil,S,obs,S_obs
2019/9/1,2019,9,-0.387942456,38,23,2,Brazil,S,obs,S_obs
2019/10/1,2019,10,-0.391561568,38,23,2,Brazil,S,obs,S_obs
2019/11/1,2019,11,-0.353072475,38,23,2,Brazil,S,obs,S_obs
2019/12/1,2019,12,-0.177641639,38,23,2,Brazil,S,obs,S_obs
2014/2/1,2014,2,-0.861244375,10,48,2,Cambodia,N,obs,N_obs
2014/3/1,2014,3,-0.830243019,10,48,2,Cambodia,N,obs,N_obs
2014/4/1,2014,4,-0.78465279,10,48,2,Cambodia,N,obs,N_obs
2014/5/1,2014,5,-0.615057138,10,48,2,Cambodia,N,obs,N_obs
2014/6/1,2014,6,-0.491051715,10,48,2,Cambodia,N,obs,N_obs
2014/7/1,2014,7,-0.398959452,10,48,2,Cambodia,N,obs,N_obs
2014/8/1,2014,8,-0.305955385,10,48,2,Cambodia,N,obs,N_obs
2014/9/1,2014,9,-0.522053071,10,48,2,Cambodia,N,obs,N_obs
2014/10/1,2014,10,-0.568555104,10,48,2,Cambodia,N,obs,N_obs
2014/11/1,2014,11,-0.615057138,10,48,2,Cambodia,N,obs,N_obs
2014/12/1,2014,12,-0.676148045,10,48,2,Cambodia,N,obs,N_obs
2015/1/1,2015,1,-0.753651434,10,48,2,Cambodia,N,obs,N_obs
2015/2/1,2015,2,-0.814742341,10,48,2,Cambodia,N,obs,N_obs
2015/3/1,2015,3,-0.78465279,10,48,2,Cambodia,N,obs,N_obs
2015/4/1,2015,4,-0.722650078,10,48,2,Cambodia,N,obs,N_obs
2015/5/1,2015,5,-0.383458774,10,48,2,Cambodia,N,obs,N_obs
2015/6/1,2015,6,0.202831571,10,48,2,Cambodia,N,obs,N_obs
2015/7/1,2015,7,1.545007914,10,48,2,Cambodia,N,obs,N_obs
2015/8/1,2015,8,2.424899335,10,48,2,Cambodia,N,obs,N_obs
2015/9/1,2015,9,1.684514015,10,48,2,Cambodia,N,obs,N_obs
2015/10/1,2015,10,0.773621239,10,48,2,Cambodia,N,obs,N_obs
2015/11/1,2015,11,0.249333605,10,48,2,Cambodia,N,obs,N_obs
2015/12/1,2015,12,-0.182861767,10,48,2,Cambodia,N,obs,N_obs
2016/1/1,2016,1,-0.429049003,10,48,2,Cambodia,N,obs,N_obs
2016/2/1,2016,2,-0.615057138,10,48,2,Cambodia,N,obs,N_obs
2016/3/1,2016,3,-0.553054426,10,48,2,Cambodia,N,obs,N_obs
2016/4/1,2016,4,-0.59955646,10,48,2,Cambodia,N,obs,N_obs
2016/5/1,2016,5,-0.491051715,10,48,2,Cambodia,N,obs,N_obs
2016/6/1,2016,6,0.511933324,10,48,2,Cambodia,N,obs,N_obs
2016/7/1,2016,7,1.607010626,10,48,2,Cambodia,N,obs,N_obs
2016/8/1,2016,8,1.684514015,10,48,2,Cambodia,N,obs,N_obs
2016/9/1,2016,9,0.573024231,10,48,2,Cambodia,N,obs,N_obs
2016/10/1,2016,10,0.171830215,10,48,2,Cambodia,N,obs,N_obs
2016/11/1,2016,11,-0.321456063,10,48,2,Cambodia,N,obs,N_obs
2016/12/1,2016,12,-0.645146689,10,48,2,Cambodia,N,obs,N_obs
2017/1/1,2017,1,-0.863067984,10,48,2,Cambodia,N,obs,N_obs
2017/2/1,2017,2,-0.865803398,10,48,2,Cambodia,N,obs,N_obs
2017/3/1,2017,3,-0.86033257,10,48,2,Cambodia,N,obs,N_obs
2017/4/1,2017,4,-0.822948582,10,48,2,Cambodia,N,obs,N_obs
2017/5/1,2017,5,-0.758210457,10,48,2,Cambodia,N,obs,N_obs
2017/6/1,2017,6,-0.465521187,10,48,2,Cambodia,N,obs,N_obs
2017/7/1,2017,7,-0.365222683,10,48,2,Cambodia,N,obs,N_obs
2017/8/1,2017,8,-0.397135843,10,48,2,Cambodia,N,obs,N_obs
2017/9/1,2017,9,-0.491051715,10,48,2,Cambodia,N,obs,N_obs
2017/10/1,2017,10,-0.576761345,10,48,2,Cambodia,N,obs,N_obs
2017/11/1,2017,11,-0.746356998,10,48,2,Cambodia,N,obs,N_obs
2017/12/1,2017,12,-0.788300008,10,48,2,Cambodia,N,obs,N_obs
2018/1/1,2018,1,-0.842096479,10,48,2,Cambodia,N,obs,N_obs
2018/2/1,2018,2,-0.834802042,10,48,2,Cambodia,N,obs,N_obs
2018/3/1,2018,3,-0.778270158,10,48,2,Cambodia,N,obs,N_obs
2018/4/1,2018,4,-0.710796619,10,48,2,Cambodia,N,obs,N_obs
2018/5/1,2018,5,-0.359751855,10,48,2,Cambodia,N,obs,N_obs
2018/6/1,2018,6,0.449018808,10,48,2,Cambodia,N,obs,N_obs
2018/7/1,2018,7,-0.524788484,10,48,2,Cambodia,N,obs,N_obs
2018/8/1,2018,8,-0.52387668,10,48,2,Cambodia,N,obs,N_obs
2018/9/1,2018,9,0.130799009,10,48,2,Cambodia,N,obs,N_obs
2018/10/1,2018,10,-0.010530701,10,48,2,Cambodia,N,obs,N_obs
2018/11/1,2018,11,-0.548495403,10,48,2,Cambodia,N,obs,N_obs
2018/12/1,2018,12,-0.403518475,10,48,2,Cambodia,N,obs,N_obs
2019/1/1,2019,1,0.864801697,10,48,2,Cambodia,N,obs,N_obs
2019/2/1,2019,2,0.683352585,10,48,2,Cambodia,N,obs,N_obs
2019/3/1,2019,3,1.068134118,10,48,2,Cambodia,N,obs,N_obs
2019/4/1,2019,4,2.062912916,10,48,2,Cambodia,N,obs,N_obs
2019/5/1,2019,5,-0.158243043,10,48,2,Cambodia,N,obs,N_obs
2019/6/1,2019,6,1.362646998,10,48,2,Cambodia,N,obs,N_obs
2019/7/1,2019,7,3.165284654,10,48,2,Cambodia,N,obs,N_obs
2019/8/1,2019,8,1.923406815,10,48,2,Cambodia,N,obs,N_obs
2019/9/1,2019,9,3.275613009,10,48,2,Cambodia,N,obs,N_obs
2019/10/1,2019,10,0.734413642,10,48,2,Cambodia,N,obs,N_obs
2019/11/1,2019,11,0.372427223,10,48,2,Cambodia,N,obs,N_obs
2019/12/1,2019,12,0.139917055,10,48,2,Cambodia,N,obs,N_obs
2014/2/1,2014,2,0.292690756,7,33,2,Colombia,N,obs,N_obs
2014/3/1,2014,3,0.355458262,7,33,2,Colombia,N,obs,N_obs
2014/4/1,2014,4,0.3265741,7,33,2,Colombia,N,obs,N_obs
2014/5/1,2014,5,0.354625065,7,33,2,Colombia,N,obs,N_obs
2014/6/1,2014,6,0.402117293,7,33,2,Colombia,N,obs,N_obs
2014/7/1,2014,7,0.68929252,7,33,2,Colombia,N,obs,N_obs
2014/8/1,2014,8,0.238810685,7,33,2,Colombia,N,obs,N_obs
2014/9/1,2014,9,0.583754236,7,33,2,Colombia,N,obs,N_obs
2014/10/1,2014,10,0.872040392,7,33,2,Colombia,N,obs,N_obs
2014/11/1,2014,11,0.533206952,7,33,2,Colombia,N,obs,N_obs
2014/12/1,2014,12,1.032569678,7,33,2,Colombia,N,obs,N_obs
2015/1/1,2015,1,0.971746298,7,33,2,Colombia,N,obs,N_obs
2015/2/1,2015,2,0.354347333,7,33,2,Colombia,N,obs,N_obs
2015/3/1,2015,3,0.411837925,7,33,2,Colombia,N,obs,N_obs
2015/4/1,2015,4,0.33490607,7,33,2,Colombia,N,obs,N_obs
2015/5/1,2015,5,0.251030907,7,33,2,Colombia,N,obs,N_obs
2015/6/1,2015,6,-0.08391428,7,33,2,Colombia,N,obs,N_obs
2015/7/1,2015,7,-0.166400782,7,33,2,Colombia,N,obs,N_obs
2015/8/1,2015,8,-0.187786171,7,33,2,Colombia,N,obs,N_obs
2015/9/1,2015,9,0.115219799,7,33,2,Colombia,N,obs,N_obs
2015/10/1,2015,10,0.465717997,7,33,2,Colombia,N,obs,N_obs
2015/11/1,2015,11,0.795941734,7,33,2,Colombia,N,obs,N_obs
2015/12/1,2015,12,0.652631853,7,33,2,Colombia,N,obs,N_obs
2016/1/1,2016,1,1.538875711,7,33,2,Colombia,N,obs,N_obs
2016/2/1,2016,2,1.589145263,7,33,2,Colombia,N,obs,N_obs
2016/3/1,2016,3,1.237813868,7,33,2,Colombia,N,obs,N_obs
2016/4/1,2016,4,1.13421971,7,33,2,Colombia,N,obs,N_obs
2016/5/1,2016,5,1.378901891,7,33,2,Colombia,N,obs,N_obs
2016/6/1,2016,6,0.90397961,7,33,2,Colombia,N,obs,N_obs
2016/7/1,2016,7,0.329073691,7,33,2,Colombia,N,obs,N_obs
2016/8/1,2016,8,-0.072804987,7,33,2,Colombia,N,obs,N_obs
2016/9/1,2016,9,-0.501901434,7,33,2,Colombia,N,obs,N_obs
2016/10/1,2016,10,-0.702146442,7,33,2,Colombia,N,obs,N_obs
2016/11/1,2016,11,-0.787687999,7,33,2,Colombia,N,obs,N_obs
2016/12/1,2016,12,-0.862675728,7,33,2,Colombia,N,obs,N_obs
2017/1/1,2017,1,-0.964325759,7,33,2,Colombia,N,obs,N_obs
2017/2/1,2017,2,-1.288717118,7,33,2,Colombia,N,obs,N_obs
2017/3/1,2017,3,-1.358427933,7,33,2,Colombia,N,obs,N_obs
2017/4/1,2017,4,-1.362593918,7,33,2,Colombia,N,obs,N_obs
2017/5/1,2017,5,-1.287050724,7,33,2,Colombia,N,obs,N_obs
2017/6/1,2017,6,-1.350373695,7,33,2,Colombia,N,obs,N_obs
2017/7/1,2017,7,-1.251223254,7,33,2,Colombia,N,obs,N_obs
2017/8/1,2017,8,-1.343708119,7,33,2,Colombia,N,obs,N_obs
2017/9/1,2017,9,-1.396477262,7,33,2,Colombia,N,obs,N_obs
2017/10/1,2017,10,-1.408697484,7,33,2,Colombia,N,obs,N_obs
2017/11/1,2017,11,-1.40703109,7,33,2,Colombia,N,obs,N_obs
2017/12/1,2017,12,-1.377035999,7,33,2,Colombia,N,obs,N_obs
2018/1/1,2018,1,-1.264276674,7,33,2,Colombia,N,obs,N_obs
2018/2/1,2018,2,-1.379813322,7,33,2,Colombia,N,obs,N_obs
2018/3/1,2018,3,-1.417307186,7,33,2,Colombia,N,obs,N_obs
2018/4/1,2018,4,-1.338153473,7,33,2,Colombia,N,obs,N_obs
2018/5/1,2018,5,-1.017372634,7,33,2,Colombia,N,obs,N_obs
2018/6/1,2018,6,-0.834069298,7,33,2,Colombia,N,obs,N_obs
2018/7/1,2018,7,-0.786854802,7,33,2,Colombia,N,obs,N_obs
2018/8/1,2018,8,-0.995709513,7,33,2,Colombia,N,obs,N_obs
2018/9/1,2018,9,-0.548560465,7,33,2,Colombia,N,obs,N_obs
2018/10/1,2018,10,-0.424691846,7,33,2,Colombia,N,obs,N_obs
2018/11/1,2018,11,-0.12807372,7,33,2,Colombia,N,obs,N_obs
2018/12/1,2018,12,-0.107521528,7,33,2,Colombia,N,obs,N_obs
2019/1/1,2019,1,0.334072873,7,33,2,Colombia,N,obs,N_obs
2019/2/1,2019,2,-0.995709513,7,33,2,Colombia,N,obs,N_obs
2019/3/1,2019,3,0.45655283,7,33,2,Colombia,N,obs,N_obs
2019/4/1,2019,4,0.179098234,7,33,2,Colombia,N,obs,N_obs
2019/5/1,2019,5,1.576369576,7,33,2,Colombia,N,obs,N_obs
2019/6/1,2019,6,1.928534167,7,33,2,Colombia,N,obs,N_obs
